height_cm,weight_kg,age_years,annual_income_usd
173.0471707975443,67.62047744441968,60.72820256997022,62639.524456339794
159.60015893759504,54.465193707612826,21.59366314100635,71277.96609283332
177.50451195806457,44.87975582943464,50.36593616437826,100118.2260822734
179.40564716391214,62.70538136390004,36.05769732252527,102385.64952296755
150.48964811346164,69.1932617377252,39.26410785005383,66248.86043239002
156.9782049313768,96.51894870369824,27.365217871552613,67883.43067970735
171.27840403167286,71.95411782209328,35.98652593172948,84372.32283439494
166.83757407656418,84.74109266534586,55.600535136387506,49778.10141018775
169.8319884249571,62.51056602191272,46.991862903852486,70995.2667071286
161.4695607242642,52.22584350374463,60.78773926491933,64534.46873683058
178.7939797486283,73.52324856651443,54.128942667732325,134235.66083184833
177.77791935428948,59.1216090319637,45.26904014715491,49999.3614929107
170.66030697561217,119.92704598652747,60.927214314013504,69136.79172883325
181.27241206968034,57.679199811634206,45.26791790485959,27686.29815215675
174.67509342252046,82.57733805604518,49.935858121564706,44887.08596618706
161.40707537116762,56.4560923286946,36.4411485575835,56743.844871092006
173.687507840825,83.97359519311367,40.79854979031046,59722.551440322284
160.41117399171,75.77426449158794,31.630914120396678,99870.16092373131
178.78450301307274,67.65043153512865,51.87500721513824,84907.88065833137
169.50074089013748,69.3885621079685,25.860356522621615,47682.35990585071
168.1513763645474,60.178184568559146,49.38820410901194,71258.75214411723
163.1907045559606,76.69108302223121,37.71218730993809,57672.591745694146
182.2254133867403,63.1752477948883,54.054965121607836,59881.450915278285
168.454705179312,51.615913543491274,49.01042786477512,68335.86168947688
165.71672177836894,50.83093638520571,61.84775389176162,76145.08010555708
166.4786644951177,72.58881876583179,48.769296293663736,58893.347290087724
175.32309185553348,93.68636884615653,21.13551693216111,84149.32758921845
173.65444064364078,72.39987420360157,39.19656192522159,44445.11192943672
174.12732611595987,68.22042510835176,25.935913688862207,65114.103122520835
174.30821003007884,74.28739209403814,33.7806418916047,111758.12707872498
191.41647600870462,89.59002612560238,58.13474119932066,69015.43536725495
165.93584983615384,73.29073752045784,47.65040573077235,90797.86111891111
164.87757270928464,63.83609153749394,31.612834857055045,66647.36320711774
161.86227271752122,104.59433065089833,27.835391602715212,143362.57666027904
176.15979422575495,94.4313465769242,40.39338511451513,121558.01475176994
181.2897229272089,93.03633987993987,25.401278207426465,61932.66353904432
168.86052542345124,72.74851655832859,31.94631667124103,50969.316858942446
161.59843523037472,51.632964524192495,43.74411365861493,72745.42446123596
161.7551878430876,49.477612011315024,53.86374443328035,49672.330594656174
176.505927878247,94.76391898346874,47.30513766669328,76980.53425364173
177.43254171203444,95.85498581174946,12.504525896822798,84535.16608002638
175.43154268305196,67.307211800761,43.65240074836312,71597.56533027014
163.34490292711305,64.25219018296018,40.86440287879093,59847.522795997545
172.3216132306672,91.92166438363303,44.966683424472315,73171.38042755653
171.16685809140728,53.39431476934768,59.39451617981449,59443.88500016458
172.18688596729012,56.579094715662606,15.241140678343086,81839.84825837269
178.7142877794819,79.64990192033567,32.90675889770673,32034.690484127772
172.23595548774682,64.08092315710616,47.090875873520254,58959.06737386437
176.78913563071896,69.92317199919893,21.020867206552694,29165.38408776804
170.67579069488892,67.54835652213231,57.71138857664211,38088.905055910305
172.89119398689985,75.06361823198401,44.4202793524079,89549.52013665036
176.3128822583854,91.11222791970576,50.15900783012085,81113.32967549034
155.42844180144334,71.35877360352619,33.14867606173846,52049.355800873775
166.803287836427,79.65908189915287,49.76516427959453,37954.93779126386
165.29627345707203,39.24741848453466,52.82165867186846,11638.480918850277
163.61122151756658,69.26922397104823,42.79453624164602,55217.080857212575
167.24857748773317,57.35154594560693,42.81281071238435,108567.47022045325
184.94941311234396,51.71780409364558,43.244118871380714,72827.91688634566
161.34168884306757,56.82771449606874,29.63985682312742,54927.69885110919
179.68278354591482,82.98814838948782,38.229655837115764,139405.74316491047
153.17130228384195,83.73853813534019,38.16972961057169,36902.74964610003
166.65114970014224,50.10410923390654,44.600726372241944,59648.17947144256
171.62753065105005,70.45947238891627,51.997890962923535,66790.5945142833
175.86222331359278,62.73745849999632,27.297567016259087,63450.18826722113
177.11226579792856,65.08490358457058,38.49989163616507,79234.51019042145
177.93347235199926,85.04136737956907,57.77746657190768,71203.61407224894
166.51274927751564,78.07173155505889,31.07694125424923,77029.86832594394
165.37648207335434,90.06097161164115,30.132999792516156,52609.29891984633
178.57975881257153,67.68241481125149,42.42767430197432,81160.67735138987
168.08695675118386,59.56086082493945,50.13262228582384,94320.86505723184
157.24313676662078,66.64211774679251,40.13711266672791,47537.30864627457
158.6671278599652,73.63745186906833,55.94752708524387,49021.47819713793
160.80547713998388,72.64860037680566,50.28152779079832,89044.11805376419
174.97160744053764,53.7341789164995,50.10184080268074,61555.80823948891
171.42425736070564,71.35734672441811,46.64939801588912,90268.78505719802
176.9048535406777,73.42342495208358,67.93183720415303,57034.35718594069
165.72747353663465,107.7621105630088,37.53805973360747,91190.82037287281
171.58539691076714,98.15266916922505,15.957732495201832,67366.74470249814
176.25590393967337,57.2013497416177,59.251052338205696,69648.11881980851
166.90653460279762,65.68924957676236,34.50760682851809,93164.92439005828
174.56775237557412,48.04836997244495,41.2945653321164,58488.13140600492
163.3807405893335,61.139394790547705,55.71460821832632,48059.80227335075
166.36946153434928,74.73407505385511,20.772885507292898,56925.844255489625
166.18262106001671,88.0878043133235,24.980233430726326,73142.0111115765
158.0416035441096,59.063742433845874,20.784664754573754,36816.33670075074
174.86972480785582,60.18780339898305,30.470364519694915,76474.47624772019
165.30597659797277,37.79066455392018,45.275639272203925,55302.11628288063
170.12494118727687,67.56001119182639,46.29025411375325,85660.62789320415
174.8074665890591,54.06378382210656,43.31529015194265,21903.314511791512
174.46531176029944,62.05840858950889,23.046809393291603,50841.816048124965
176.65385108972785,56.847088327486176,12.278758760408273,34643.57327778616
169.01514515490575,68.58606168621165,40.65224302468459,50127.869605448854
165.76701687955847,43.63407412965053,34.33868759633997,69457.98621996098
169.20281789093602,47.99432131913514,45.51262926059934,61773.92074190441
153.12665566041971,101.93870668042447,48.42344351465524,60439.203758935735
155.52887527576914,50.688661280889534,41.65889718470418,62134.6723151589
156.773003876456,71.54821632318041,49.121597024510244,130455.87782920206
160.0275317239852,97.5537029248197,42.75053648938082,46846.35124502406
173.99774226723437,113.5760075386061,46.3607764672176,77723.29353618291
160.9452094463994,52.426500567619875,31.54392084556141,76927.9874669387
166.2183744596061,64.47626564817955,37.844663034022496,71930.68287780981
182.99228297786067,75.12333326410764,42.36131315988349,75017.60196952274
166.43736028938574,95.93046466608388,49.846341705009024,70335.52401455588
177.37515568467086,55.19714382357644,35.275105933305134,101631.31944915921
160.66382319990123,66.32083231086835,46.254007068785356,63432.30492105482
167.9456244213237,81.66006364092615,36.809934497015455,59472.50206997762
160.49977945089418,76.52149111699929,38.58949399206244,51436.5035535672
166.60966924099438,64.35765893154851,49.95422850428888,46419.27192959894
178.40308137457396,67.99265553225938,16.08327554735013,42599.50782318064
152.7267957680765,49.37656287445027,24.442332063102867,49001.648361843465
174.34423643545858,66.42739384038002,22.213775230686153,63727.75313026272
172.3773560233228,66.00418764986567,11.996606561820343,71017.31231295886
164.05850044303205,73.48254834439383,31.86082671813788,65920.55705393892
155.53942145611546,61.67009171771476,48.993206796732885,51220.365006265165
